id,title,summary,text,provement,label,time
13,中间层烧不着的口罩才是真的？,资料显示，聚丙烯是由丙烯聚合而制得的一种热塑性树脂，材料本身是可燃的,记者查阅到，口罩的主要材料有聚丙烯等。资料显示，聚丙烯是由丙烯聚合而制得的一种热塑性树脂，材料本身是可燃的。相关国家标准也仅对口罩的「易燃性」作了规定，如医用防护口罩国家标准《医用防护口罩技术要求GB19083-2010》中规定「所用材料不应具有易燃性。续燃时间应不超过5秒」，没有「不可燃」这一要求。口罩是否可以被点燃，不是鉴别口罩真伪的标准。,,0,2020/2/24 19:59
14,十年前就有人预测疫情？,上海图书馆进行了查证，没有检索到这本书,网传「陈国生写的一本叫《实证化中医基础理论及运用》的书在十年前预言了这次肺炎疫情」。上海图书馆进行了查证，没有检索到这本书。在万方数据库里，可以查得陈国生所写《实证化中医基础理论依据及应用》这篇文章，发表在《2011年全国天灾预测研讨学术会议论文集》中，题名和网传有一字之差，但能够对上年份和会议名称。但并未发现涉及任何与疫情预测相关的内容。,,0,2020/2/24 14:08
15,美 1.4 万流感死者或部分死于新冠？,CDC同时确认，截至22日晚，美国一共有35例新冠肺炎确诊病例,针对日本朝日电视台此前惊人猜测「美国1.4万名因流感致死的人中部分可能死于新冠肺炎」，美国疾控中心（CDC）22日回应环球时报-环球网记者表示，到目前为止，CDC没有证据支持日本朝日电视台的相关猜测。CDC同时确认，截至22日晚，美国一共有35例新冠肺炎确诊病例。,,2,2020/2/24 14:04
16,体温枪伤眼，造成永久伤害？,该测体温的，还是需要配合，如果觉得不舒服，闭眼即可,杭州日报就此问题采访了浙江省眼科医院杭州院区眼底病中心医生毛剑波，他表示，红外线测温的原理是接收物体发射的红外线，温度高的物体发射的红外线量大，温度低的物体发射的红外线量小。红外线测温枪不会主动照射被测物体，所以不用太担心。该测体温的，还是需要配合，如果觉得不舒服，闭眼即可。,,0,2020/2/23 16:50
17,俄罗斯证实新冠病毒系人工合成？,21日稍晚时候，俄罗斯卫星社发文称，其联系到了俄联邦卫生部，就上述传言给出回应：「俄罗斯联邦卫生部《新冠状病毒感染预防、诊断和治疗临时方法建议》中，从未指出病毒是人工的,有传言称：「新冠病毒经过俄罗斯科学家验证证明系人工合成病毒，相关文件也已公布在俄卫生部官网」。环球网记者21日登录俄卫生部官网进行查询，并未发现与「新冠病毒系人工合成」有关的信息。21日稍晚时候，俄罗斯卫星社发文称，其联系到了俄联邦卫生部，就上述传言给出回应：「俄罗斯联邦卫生部《新冠状病毒感染预防、诊断和治疗临时方法建议》中，从未指出病毒是人工的。」,,0,2020/2/23 13:30
18,新冠病毒会通过皮肤侵入人体？,即使如大家担心的粪口传播，只要保持正确的洗手方法和养成勤洗手的习惯，也可避免病毒通过这些途径传播,21日，国务院应对新型冠状病毒感染肺炎疫情联防联控机制举行新闻发布会。针对病毒是怎么侵入人体的问题，周琪解释：病毒主要是从人体黏膜侵入，如口腔、鼻腔和眼部，因此必须做好对这些部位的重点防护。周琪指出，科学试验证明，新冠病毒是不会通过皮肤传播的。即使如大家担心的粪口传播，只要保持正确的洗手方法和养成勤洗手的习惯，也可避免病毒通过这些途径传播。,,0,2020/2/22 15:43
19,磷酸氯喹就是原来的土霉素？,土霉素属于四环素类的抗生素，通常用作治疗流行性伤寒，羌虫病，支原体和衣原体感染等等,土霉素属于四环素类的抗生素，通常用作治疗流行性伤寒，羌虫病，支原体和衣原体感染等等。因使用后易发生「四环素牙」、二重感染等不良反应，已经逐步被不良反应风险更小，药效更好的抗生素所取代。磷酸氯喹通常用做治疗疟疾，土霉素和磷酸氯喹的分子式不同，化学结构不同，所属药物类别也不同。是完全风马牛不相及的两种药物。有研究显示磷酸氯喹对新型冠状病毒肺炎可能有效。,,0,2020/2/22 15:43
20,每次外出回家都需要洗头？,人感染病毒需要一定的条件，比如飞沫中的病毒量、病毒活性等,人感染病毒需要一定的条件，比如飞沫中的病毒量、病毒活性等。目前研究显示病毒对紫外线和热敏感，正常情况下，外出到室外或一般公共场所头发沾到高浓度且含有活病毒的飞沫可能性极低，保持头发的日常清洁即可。,,0,2020/2/22 12:55
21,地铁票会传播新冠病毒？,目前，新冠肺炎的传播途径仍然是以飞沫传播和接触传播为主，戴口罩、勤洗手、保持卫生是有效预防病毒的手段,中国疾控中心研究员冯录召表示，循环使用的地铁票沾染病毒的概率是非常低的，但为了避免可能的接触，还是推荐使用公交卡或手机App来支付，乘坐地铁后及时洗手。目前，新冠肺炎的传播途径仍然是以飞沫传播和接触传播为主，戴口罩、勤洗手、保持卫生是有效预防病毒的手段。,,2,2020/2/21 21:38
22,牛蛙被列入禁食名单？,中新社记者向相关部门了解获悉，三部委尚未发布相关禁食名单，也没有见过这一名单,国家市场监管总局、农业农村部、国家林草局三部委日前发布关于禁止野生动物交易的公告，要求全国疫情解除期间，禁止野生动物交易活动。近日，网传一份名单显示，牛蛙也被禁止经营销售。中新社记者向相关部门了解获悉，三部委尚未发布相关禁食名单，也没有见过这一名单。,,0,2020/2/21 16:38
23,地铁票会传播新冠病毒？,目前，新冠肺炎的传播途径仍然是以飞沫传播和接触传播为主，戴口罩、勤洗手、保持卫生是有效预防病毒的手段,中国疾控中心研究员冯录召表示，循环使用的地铁票沾染病毒的概率是非常低的，但为了避免可能的接触，还是推荐使用公交卡或手机App来支付，乘坐地铁后即使洗手。目前，新冠肺炎的传播途径仍然是以飞沫传播和接触传播为主，戴口罩、勤洗手、保持卫生是有效预防病毒的手段。,,2,2020/2/21 16:38
24,新冠肺炎病人的肺部损伤不可逆？,实际上此说法不实，中国工程院副院长，呼吸与危重症医学专家王辰表示：「我们有限的观察提示，肺功能能够相当的成长或完全的恢复,有网友发出所谓「新冠病毒对肺部影响的CT图像」，并称「所有被啃噬、机化的肺组织都不会再恢复了，愈后会形成无任何肺功能的瘢痕组织」。实际上此说法不实，中国工程院副院长，呼吸与危重症医学专家王辰表示：「我们有限的观察提示，肺功能能够相当的成长或完全的恢复。」也就是说，受损的肺是完全有机会修复的，大家不要被谣言骗了。,,0,2020/2/20 16:32
25,防溢乳垫贴在口罩内可延长使用时间？,防溢乳垫既然有吸湿和防渗透的功能，是不是也可以垫在口罩里，好让口罩保持干燥，延长使用时间呢,有网友发现，N95买不到，一次性医用口罩又不够用。防溢乳垫既然有吸湿和防渗透的功能，是不是也可以垫在口罩里，好让口罩保持干燥，延长使用时间呢？虽然能吸湿防渗，但防溢乳垫对细菌和病毒的过滤作用比口罩弱得多，外层的透气效果也不好，戴上会很闷，用它来延长口罩寿命，得不偿失。,,0,2020/2/20 15:32
26,新冠病毒可能会长期存在？,2月19日央视新闻频道《新闻1+1》，主持人白岩松连线中国工程院副院长、呼吸与危重症医学专家王辰,2月19日央视新闻频道《新闻1+1》，主持人白岩松连线中国工程院副院长、呼吸与危重症医学专家王辰。对于是否有可能要做好与新冠病毒长期共存的准备，王辰表示「像这个病（新冠病毒）我们就是说有可能转成慢性的，像流感一样长期在人间存在的病。这种可能性是完全存在的，对此我们要做好准备。」,,1,2020/2/20 12:49
27,温州确诊病例有 40% 是变异病毒？,对新型冠状病毒的密切监测也表明，不论是环境中分离的病毒，还是前期在人体中分离的病毒，再到近日分离的病毒，均未发现明显的变异,近日，「温州490例里有40%是全新变异的病毒，疾控中心现在要排查3万多人从温州回广东的这批人」这一谣言在广州地区用户微信群转发。广州疾控中心表示，我国最新研究表明：新型冠状病毒未发生明显的变异。对新型冠状病毒的密切监测也表明，不论是环境中分离的病毒，还是前期在人体中分离的病毒，再到近日分离的病毒，均未发现明显的变异。,,0,2020/2/19 17:53
28,蜂疗能治愈新冠肺炎？,在武汉协和医院发布的治疗方案中，确实提到了蜂蜜，但也仅仅是针对咳嗽咽喉痛的对症治疗,在国家卫健委印发的《新型冠状病毒感染的肺炎诊疗方案（试行第六版）》中并未提到「蜂疗」治疗及效果。在武汉协和医院发布的治疗方案中，确实提到了蜂蜜，但也仅仅是针对咳嗽咽喉痛的对症治疗。,,0,2020/2/19 17:53
29,新冠病毒可能伤睾丸和伤肾？,但本论文尚未经过同行评议，也未在正式期刊上发表，所以这并不是一个定论，保持关注就好，无需过度解读和恐慌,2月13日，南京医科大学附属苏州医院团队在Medrxiv网站发布了一项研究，提到受新型冠状病毒感染的患者可能出现肾脏功能损伤、睾丸功能损伤。但本论文尚未经过同行评议，也未在正式期刊上发表，所以这并不是一个定论，保持关注就好，无需过度解读和恐慌。,,2,2020/2/19 17:53
30,磷酸氯喹是新冠肺炎特效药？,」丁香医生在此提醒，磷酸氯喹是用于治疗新冠肺炎，非预防用药，请勿哄抢，没病不要乱吃药,在2月18日广东省召开的新闻发布会上，钟南山院士表示「目前专家推荐的磷酸氯喹还谈不上是特效药，但是有一定的帮助，是非常值得探讨的。」丁香医生在此提醒，磷酸氯喹是用于治疗新冠肺炎，非预防用药，请勿哄抢，没病不要乱吃药。,,2,2020/2/19 17:53
31,家用空气净化器能过滤病毒吗？,空气净化器可以用，但要预防病毒感染，还是得尽量多通风,市场上常用的空气净化器，主要适用于空气中的污染物，并没有对病毒或其他病原微生物有杀灭率的要求，作为刚发现不久的新冠病毒，也缺乏相关研究。空气净化器可以用，但要预防病毒感染，还是得尽量多通风。,,2,2020/2/19 17:53
32,精油芳疗可以预防新冠肺炎？,据我国现行《化妆品卫生监督条例》第十四条规定，化妆品不得宣传疗效，不得使用医疗术语，广告宣传中不得宣传医疗作用,精油是一般是从天然植物中，通过一些特殊的方法提炼萃取出来的化合物，目前在我国，精油是按照化妆品进行备案监管的。据我国现行《化妆品卫生监督条例》第十四条规定，化妆品不得宣传疗效，不得使用医疗术语，广告宣传中不得宣传医疗作用。目前也没有证据显示精油芳疗可以预防新冠肺炎。,,0,2020/2/19 17:53
33,确诊患者治疗要自费 40%？,我们也在此呼吁：千万不要因为钱的问题逃避治疗,2月7日，财政部副部长余蔚平在新闻发布会上说，对确诊患者个人负担费用实行财政兜底，其中，中央财政补助60%；对疑似患者，由就医地制定财政补助政策，中央财政视情给予适当补助。丁香医生团队向政府相关部门求证：确诊患者不需要自己承担费用，各级财政会进行兜底。我们也在此呼吁：千万不要因为钱的问题逃避治疗！,,0,2020/2/19 17:53
34,红糖和姜葱蒜熬水喝可防新冠病毒？,好好的几个食材偏要一起熬水，又难喝又没用，何必折腾自己呢,丁香医生再次强调，到目前为止，还没有专门用于预防和治疗新冠病毒的药物，这些偏方也未经科学验证。好好的几个食材偏要一起熬水，又难喝又没用，何必折腾自己呢。勤洗手，戴口罩，不去人多的地方，就是最好的预防手段。,,0,2020/2/19 17:53
35,养猫狗可以预防新冠病毒感染？,猫/犬冠状病毒本来就对人类无影响，当然不会因为猫狗感染过而帮助我们抵御其它冠状病毒,传言「猫狗在与人相处的过程中会加强人类的冠状病毒抗体，所以养猫狗可以预防新冠病毒感染。」猫狗的确会感染冠状病毒，不过冠状病毒有很多种，它们感染的主要是冠状病毒α属中的猫/犬冠状病毒。严重危害人类健康的冠状病毒主要是β属，比如SARS病毒和现在的新冠病毒。猫/犬冠状病毒本来就对人类无影响，当然不会因为猫狗感染过而帮助我们抵御其它冠状病毒。,,0,2020/2/19 17:53
36,银离子抗菌液能杀灭新冠病毒？,这一说法缺乏依据,这一说法缺乏依据。银离子确实有一定的抑菌、杀菌效果，其原理是让蛋白酶失去活性，细菌无法完成代谢。此前有研究发现，银离子对SARS病毒可能有一定杀灭作用，但目前尚未证实银离子对新型冠状病毒有同样效果。,,0,2020/2/19 17:53
37,零号病人是武汉病毒研究所研究生？,网传消息称武汉病毒所毕业生黄燕玲是所谓最早感染新冠病毒的「零号病人」,网传消息称武汉病毒所毕业生黄燕玲是所谓最早感染新冠病毒的「零号病人」。中国科学院武汉病毒研究所16日发声明：黄燕玲同学于2015年在我所毕业获得硕士学位，在学期间的研究内容为噬菌体裂解酶的功能及抗菌广谱性，毕业后一直在其他省份工作生活，未曾回过武汉，未曾被2019新型冠状病毒感染，身体健康。,,0,2020/2/19 17:53
38,千万别出门玩雪，会感染新冠病毒？,不过还是要提醒大家做好防护措施,北京地坛医院感染病急诊主任王凌航表示：关于气候条件和呼吸道传染病流行之间，实际上没有必然联系，下雪和呼吸道疾病的消长之间没有确定的因果联系，不用把下雪和疫情联系起来，也不用担心病毒会通过雪来传染。不过还是要提醒大家做好防护措施。,,0,2020/2/19 17:53
39,出现流涕和咳痰就不是新冠肺炎？,想知道如何区分新冠肺炎和感冒，去丁香医生公众号回复「区分」即可查看,国家卫健委印发的《新型冠状病毒感染的肺炎诊疗方案（试行第五版）》中提到，新冠肺炎的主要表现是发热、乏力、干咳。少数患者伴有鼻塞、流涕、咽痛和腹泻等症状。所以，根据是否流鼻涕和咳痰就果断判定不是新冠肺炎，是不准确的。想知道如何区分新冠肺炎和感冒，去丁香医生公众号回复「区分」即可查看。,,0,2020/2/19 17:53
40,某家的猪崽会说话，是瘟疫的前兆?,丁香医生提醒，除此谣言外，还有「哑巴突然开口说话」「刚出生的婴儿会说话」等版本，信了你就输了,2月5日，贵州六枝特区民警接到举报称，有人在微信群造谣称老母猪下崽后突然开口说话，称天亮前吃9个鸡蛋能防肺炎疫情。谣言迅速传播，引起市民广泛议论。民警当天就将造谣女子朱某抓获，目前其已被警方处以行拘10日。丁香医生提醒，除此谣言外，还有「哑巴突然开口说话」「刚出生的婴儿会说话」等版本，信了你就输了。,,0,2020/2/19 17:53
41,环保酵素可以消灭新冠病毒？,《中华人民共和国传染病防治法》规定：生产用于传染病防治的消毒产品的单位和生产用于传染病防治的消毒产品，应当经省级以上人民政府卫生行政部门审批,《中华人民共和国传染病防治法》规定：生产用于传染病防治的消毒产品的单位和生产用于传染病防治的消毒产品，应当经省级以上人民政府卫生行政部门审批。各地采用的「环保酵素」，均为民间自制，公开资料中产品未见任何相关证明。目前权威机构确认能有效灭活病毒的可靠产品只包括75%酒精、含氯消毒剂、乙醚等。,,0,2020/2/19 17:53
42,康复者血液有可能治好新冠肺炎？,临床反映，患者接受治疗12至24小时后，实验室检测主要炎症指标明显下降，淋巴细胞比例上升，血氧饱和度、病毒载量等重点指标全面向好，临床体征和症状明显好转,2月8日，以新型冠状病毒感染的肺炎诊疗方案（试行第五版）为指南，首期在江夏区第一人民医院开展了3名危重患者的新冠特免血浆治疗，目前连同后续医院治疗的危重病人超过了10人。临床反映，患者接受治疗12至24小时后，实验室检测主要炎症指标明显下降，淋巴细胞比例上升，血氧饱和度、病毒载量等重点指标全面向好，临床体征和症状明显好转。,,1,2020/2/19 17:53
43,口罩喷酒精遇 84 消毒瞬间死亡？,据悉，武汉市相关部门已联系上帖主核实情况，帖主表示系「道听途说」，已自行删帖,网传「武汉盘龙城一小区男子把口罩喷酒精戴，坐电梯时遇84消毒，瞬间晕倒死亡」，楚天都市报记者多方证实，系谣言。属地派出所表示，他们未接到或者处置过类似的警情。据悉，武汉市相关部门已联系上帖主核实情况，帖主表示系「道听途说」，已自行删帖。,,0,2020/2/19 17:53
44,烟民感染新冠病毒率远低于非烟民？,北京市控烟协会已经与钟南山团队取得了联系，对方在回应北京市控烟协会时表示，根本不能同意这种说法，正在研究此事，随后将作出反应,某公众号发表了一篇题为《吸烟者感染新冠病毒率远低于非烟民？钟南山首篇论文出炉》的文章，该文章截取钟南山团队2月9日发表的论文中的部分数据，得出「明显吸烟者感染率远低于非烟民」的结论，还称吸烟能够驱邪治病。北京市控烟协会已经与钟南山团队取得了联系，对方在回应北京市控烟协会时表示，根本不能同意这种说法，正在研究此事，随后将作出反应。,,0,2020/2/19 17:53
45,把某些药物敷在脚底可以防病毒？,晚上开始敷，16小时内可以不用吃饭,有传闻某药方打粉和蛋清调匀，敷于双脚底涌泉穴。平躺16小时，期间不能坐，不能站。口含咬破大蒜一天一夜。可以考虑戴成人尿不湿。晚上开始敷，16小时内可以不用吃饭。可抑制病毒/治疗肺炎。丁香医生再次强调，到目前为止，还没有专门用于预防和治疗新冠病毒的药物。别浪费钱折腾了，少出门，勤洗手，做好家居外出防护，才是最好的方法。,,0,2020/2/19 17:53
46,候鸟迁徙会携带传播新冠病毒？,相比于哺乳动物，鱼类、鸟类和爬行类成为新冠肺炎中间宿主的可能性非常小,相比于哺乳动物，鱼类、鸟类和爬行类成为新冠肺炎中间宿主的可能性非常小。新冠病毒主要利用细胞表面受体ACE2感染哺乳动物，鸟类目前没有被检测出具备大量ACE2受体，被病毒侵染概率很低。,,0,2020/2/19 17:53
47,新冠病毒的疫苗研制要 18 个月？,我们现在可以采用许多基本公共卫生干预措施预防感染,世卫组织总干事谭德塞博士表示：「开发疫苗和疗法需要时间，与此同时，我们也不是束手无策。我们现在可以采用许多基本公共卫生干预措施预防感染。第一支疫苗可能在18个月后才能投入使用。所以，在筹划长远安排的同时，我们今天必须全力使用现有各种武器对付这一病毒。」,,1,2020/2/19 17:53
48,深呼吸再憋十秒可测是否有肺炎？,有肺炎的话，你会咳嗽、呼吸急促，甚至喘不过气，很容易就能认得出，必要时还有CT识别手段,有肺炎的话，你会咳嗽、呼吸急促，甚至喘不过气，很容易就能认得出，必要时还有CT识别手段。就算毫无肺炎表现，只要有发热以及相关密切接触史，也得尽快就医，并不是没有肺炎就安全。假如你一切良好，看到这则谣言不由自主做几次深吸气检查也没关系，会稍稍刺激迷走神经，还可能让气道高敏的人忍不住咳几声，这并不会有明显危害，记得别连续深吸气「复查」就行了。,,0,2020/2/19 17:53
49,保持喉咙湿润可以预防病毒？,水喝太多可能使体内电解质失衡，对肾脏等器官造成额外负担,有传言称「即便吸入了病毒，如果喉咙湿润的话，病毒大多会沿食道进入胃部，而不是沿呼吸道进入肺部。胃里有胃酸，能有效杀死病毒，所以要多喝水」其实新冠病毒通过侵染呼吸道黏膜上皮细胞，并在细胞中大量增殖完成侵染，多喝水并不能阻止细胞进入呼吸道。胃酸虽可杀死病毒，但不是全部病毒，新冠病毒存在侵染胃部细胞的可能性。水喝太多可能使体内电解质失衡，对肾脏等器官造成额外负担！,,0,2020/2/19 17:53
50,新冠病毒属于 SARS 病毒？,他表示，应为「新型冠状病毒属于SARS相关冠状病毒」,9日，湖北省召开第19场疫情防控工作新闻发布会，华中农业大学教授陈焕春介绍，「分析发现，新型冠状病毒属于SARS冠状病毒。」新京报记者刚刚向陈焕春核实到，该说法属于口误。他表示，应为「新型冠状病毒属于SARS相关冠状病毒」。这意味着「新冠」病毒与SARS冠状病毒相似。该结论是基于中科院武汉病毒所石正丽研究员的工作得出的。,,0,2020/2/19 17:53
51,新冠肺炎潜伏期最长 24 天？,钟南山等人对1099例（截至1月29日）新冠肺炎确诊患者的临床特征进行了回顾性研究,由国家卫健委高级别专家组组长钟南山领衔的「中国2019年新型冠状病毒感染的临床特征」研究，在预印本网站medRxiv上发表。钟南山等人对1099例（截至1月29日）新冠肺炎确诊患者的临床特征进行了回顾性研究。研究发现，新冠肺炎的中位潜伏期为3.0天，最长可达24天。丁香医生在此提醒，潜伏期长是个案，要重视，但无需恐慌。,,1,2020/2/19 17:53
52,吃果蔬和肉蛋会感染新冠病毒？,目前新型冠状病毒是否经粪-口途径（消化道）传播，虽尚待进一步明确，但通过将食物洗净煮熟，饭前便后洗手等方法可预防病毒经消化道传播,蔬菜、肉、水果买回家后先用流水冲洗。蔬菜、肉类应烧熟吃，水果尽量削皮，处理生食和熟食的切菜板及刀具要分开。病毒在56℃、30分钟就能被杀死，炒菜经常能达到100℃以上的高温，炒熟炒透后不用担心病毒。处理过后注意及时洗手。目前新型冠状病毒是否经粪-口途径（消化道）传播，虽尚待进一步明确，但通过将食物洗净煮熟，饭前便后洗手等方法可预防病毒经消化道传播。,,0,2020/2/19 17:53
53,口罩里垫一张纸巾，就能反复使用？,在口罩内部垫纸巾不能起到延长口罩寿命的效果，反而会让气体从纸巾旁边通过，影响气密性，导致口罩失效,在口罩内部垫纸巾不能起到延长口罩寿命的效果，反而会让气体从纸巾旁边通过，影响气密性，导致口罩失效。一般来讲，一次性口罩不建议重复使用，N95口罩在保存得当的情况下，可以考虑多次使用，但最好不要超过5次。,,0,2020/2/19 17:53
54,新冠病毒可通过气溶胶传播？,气溶胶质点比表面能很大，又有电荷，病毒很容易被破坏，存活度不高,气溶胶颗粒通常>10微米，一般医用口罩就能阻挡。半径<0.1微米的气溶胶微粒，重量轻，主要在高空，会随风飘走，呼吸到的概率不大。气溶胶质点比表面能很大，又有电荷，病毒很容易被破坏，存活度不高。非医务人员在日常只有达到极高数量级的阈值，部分病毒才能由黏膜进入人体。由气溶胶形式悬停在衣物、皮肤的病毒，只有极微小的比例能通过接触传播。这样的病毒量不太会引发疾病。,,2,2020/2/19 17:53
55,钟南山团队开中药凉茶处方?,近日，「钟南山公开中药预防汤剂」，引发网友热议，报道称此中药凉茶是预防新型冠状病毒肺炎的处方,近日，「钟南山公开中药预防汤剂」，引发网友热议，报道称此中药凉茶是预防新型冠状病毒肺炎的处方。广州医科大学校长回应，这是广医一附院个别医生开的中药预防方子，他给医护人员喝了以后感觉有所帮助，并不是外界所传说的重大发现。,,0,2020/2/19 17:53
56,空气里有气溶胶，绝不能开窗通风？,同时注意不要用风扇等高流速设备通风，以免引起湍流，让本已沉降的微粒重新悬浮,要减少悬浮的气溶胶的影响，适当的通风措施是必要的。但需要注意，气溶胶是有可能随空气流动的，由于气流方向不当，可导致污染气溶胶流向干净的区域。如果有居家隔离者，必须单间隔离，或处在全屋出风的位置，公共区域或其它房间自然通风时必须关闭患者所在屋子门窗。同时注意不要用风扇等高流速设备通风，以免引起湍流，让本已沉降的微粒重新悬浮。,,0,2020/2/19 17:53
57,核酸检验频繁假阴性，有大量漏诊？,不用太多担心，「核酸检验」是作为新型冠状病毒确诊标准，但「核酸检测阴性」并不是排除感染的依据,不用太多担心，「核酸检验」是作为新型冠状病毒确诊标准，但「核酸检测阴性」并不是排除感染的依据。对于还没确诊的患者，会被列为「疑似患者」。疑似患者在后续诊治过程中，还会多次进行核酸检测和鉴别诊断，最终得到确诊结果。,,0,2020/2/19 17:53
